name,year,month,boxfile,director,actor,genre,score
幕后玩家,2018,04,358.0,任鹏远,"徐峥,王丽坤,王砚辉,段博文,赵达","剧情,悬疑,犯罪",8.4
悲伤逆流成河,2018,09,356.0,落落,"赵英博,任敏,辛云来,章若楠,朱丹妮","剧情,爱情,家庭",9.0
超人总动员2,2018,06,354.0,布拉德·伯德,"格雷格·T·尼尔森,霍利·亨特,莎拉·沃威尔,赫克·米尔纳,伊莱·富西尔","动画,动作,冒险",8.9
黄金兄弟,2018,09,317.0,钱嘉乐,"郑伊健,陈小春,谢天华,钱嘉乐,林晓峰","剧情,动作,犯罪",8.5
移动迷宫3：死亡解药,2018,01,315.0,韦斯·鲍尔,"迪伦·奥布莱恩,卡雅·斯考达里奥,托马斯·布罗迪-桑斯特,李起弘,罗莎·萨拉查","动作,惊悚,科幻",8.0
小萝莉的猴神大叔,2018,03,285.0,卡比尔·汗,"萨尔曼·汗,卡琳娜·卡普,哈莎莉·马洛特拉,纳瓦祖丁·席迪圭,欧姆·普瑞","剧情,喜剧",9.5
找到你,2018,10,285.0,吕乐,"姚晨,马伊琍,袁文康,吴昊宸,齐襄",剧情,9.0
无敌破坏王2：大闹互联网,2018,11,268.0,"瑞奇·摩尔,菲尔·约翰斯顿","约翰·C·赖利,萨拉·西尔弗曼,克里斯汀·贝尔,盖尔·加朵,曼迪·摩尔","喜剧,动画,冒险",8.9
星球大战：最后的绝地武士,2018,01,267.0,莱恩·约翰逊,"黛西·雷德利,约翰·博耶加,奥斯卡·伊萨克,亚当·德赖弗,马克·哈米尔","动作,冒险,科幻",7.9
胖子行动队,2018,09,261.0,包贝尔,"文章,包贝尔,克拉拉,许君聪,曾一竣","喜剧,动作",8.4
南极之恋,2018,02,234.0,吴有音,"赵又廷,杨子姗","爱情,冒险",8.9
精灵旅社3：疯狂假期,2018,08,223.0,格恩迪·塔塔科夫斯基,"亚当·桑德勒,赛琳娜·戈麦斯,凯瑟琳·哈恩,安迪·萨姆伯格,凯文·詹姆斯","喜剧,动画,奇幻",8.7
寂静之地,2018,05,220.00000000000003,约翰·卡拉辛斯基,"艾米莉·布朗特,约翰·卡拉辛斯基,诺亚·尤佩,米利森特·西蒙兹,凯德·伍德沃德","剧情,恐怖,惊悚",7.7
铁血战士,2018,10,216.0,沙恩·布莱克,"波伊德·霍布鲁克,奥立薇娅·玛恩,伊冯娜·斯特拉霍夫斯基,雅各布·特瑞布雷,崔凡特·罗兹","动作,冒险,科幻",7.7
起跑线,2018,04,210.0,萨基特·乔杜里,"伊尔凡·可汗,萨巴·卡玛尔,内哈·迪胡皮阿,迪帕克·迪布里亚尔,蒂希塔·塞加尔","剧情,喜剧",9.0
哆啦A梦：大雄的金银岛,2018,06,209.0,今井一晓,"水田山葵,大原惠美,嘉数由美,木村昴,关智一","动画,冒险",8.2
猛虫过江,2018,06,202.99999999999997,小沈阳,"小沈阳,潘斌龙,宋芸桦,刘桦,胡明","喜剧,动作",8.1
奇迹男孩,2018,01,191.0,斯蒂芬·卓博斯基,"雅各布·特瑞布雷,朱莉娅·罗伯茨,欧文·威尔逊,伊扎贝拉·维多维奇,曼迪·帕廷金","剧情,家庭",9.2
公牛历险记,2018,01,172.0,卡洛斯·沙尔丹哈,"约翰·塞纳,莉莉·戴,凯特·麦克金农,吉娜·罗德里格兹,安东尼·安德森","喜剧,动画,冒险",9.1
憨豆特工3,2018,11,170.0,大卫·科尔,"罗温·艾金森,本·米勒,欧嘉·柯瑞兰寇,杰克·莱西,艾玛·汤普森","喜剧,动作,冒险",8.6
祖宗十九代,2018,02,169.0,郭德纲,"岳云鹏,吴京,吴秀波,井柏然,林志玲","喜剧,奇幻",7.6
比得兔,2018,03,168.0,威尔·古勒,"詹姆斯·柯登,多姆纳尔·格里森,萝丝·拜恩,玛歌特·罗比,黛西·雷德利","喜剧,动画,冒险",8.9
新大头儿子和小头爸爸3：俄罗斯奇遇记,2018,07,158.0,何澄,"刘纯燕,董浩,鞠萍,红果果,陈苏","动画,冒险,奇幻",8.6
欧洲攻略,2018,08,153.0,马楚成,"梁朝伟,吴亦凡,唐嫣,杜鹃,林子祥","爱情,喜剧,动作",7.3
嗝嗝老师,2018,10,149.0,西达尔特·马尔霍特拉,"拉妮·玛克赫吉,内拉吉·卡比,苏普丽雅·皮尔加卡尔,罗特·萨拉夫,维克拉姆·古哈勒","剧情,喜剧",9.4
大师兄,2018,08,146.0,阚家伟,"甄子丹,陈乔恩,喻亢,骆明劼,汤君慈","喜剧,动作",8.6
新乌龙院之笑闹江湖,2018,08,130.0,朱延平,"吴孟达,郝劭文,宋小宝,王宁,孔连顺","剧情,喜剧,动作",7.5
名侦探柯南：零的执行人,2018,11,127.0,立川让,"高山南,山口胜平,山崎和佳奈,小山力也,绪方贤一","动画,动作,悬疑",8.4
阿尔法：狼伴归途,2018,09,113.99999999999999,艾尔伯特·休斯,"柯蒂·斯密特-麦菲,蕾奥娜·维埃拉,娜塔莎·迈尔兹,延斯·赫尔腾,约翰内斯·豪克尔·约翰内森","动作,冒险,家庭",8.3
风语咒,2018,08,112.00000000000001,刘阔,"路知行,阎萌萌,褚珺,山新,边江","动画,冒险,奇幻",9.0
胡桃夹子和四个王国,2018,11,112.00000000000001,"拉斯·霍尔斯道姆,乔·庄斯顿","麦肯吉·弗依,摩根·弗里曼,凯拉·奈特莉,杰登·奈特,海伦·米伦","动作,冒险,奇幻",7.9
21克拉,2018,04,110.00000000000001,何念,"郭京飞,迪丽热巴,大鹏,包贝尔,刘芮麟","喜剧,爱情",8.3
游侠索罗：星球大战外传,2018,05,106.0,朗·霍华德,"阿尔登·埃伦瑞奇,艾米莉亚·克拉克,唐纳德·格洛弗,伍迪·哈里森,坦迪·牛顿","动作,科幻",8.1
水形物语,2018,03,105.0,吉尔莫·德尔·托罗,"莎莉·霍金斯,迈克尔·珊农,理查德·詹金斯,道格·琼斯,迈克尔·斯图巴","剧情,爱情,奇幻",8.0
神秘世界历险记4,2018,08,104.0,"王云飞,张林旭,李佳怡","阎么么,赵一博,图特哈蒙,郭政建,林强","动画,冒险,奇幻",8.7
马戏之王,2018,02,101.0,迈克尔·格雷西,"休·杰克曼,扎克·埃夫隆,米歇尔·威廉姆斯,丽贝卡·弗格森,赞达亚·科尔曼","剧情,传记,歌舞",8.9
幸福马上来,2018,06,101.0,"冯巩,崔俊杰","冯巩,毛俊杰,刘昊然,牛莉,贾玲","剧情,喜剧",7.2
小偷家族,2018,08,96.74700000000001,是枝裕和,"中川雅也,安藤樱,松冈茉优,池松壮亮,城桧吏","剧情,犯罪",8.1
飓风奇劫,2018,11,95.115,罗伯·科恩,"托比·凯贝尔,玛姬·格蕾斯,瑞恩·柯万腾,梅丽莎·博洛纳,拉尔夫·尹爱森","动作,犯罪,灾难",8.4
厕所英雄,2018,06,94.60799999999999,什里·那拉扬·辛,"阿克谢·库玛尔,布米·佩德卡尔,阿努潘·凯尔,萨钦·克德卡,莎娜·可汗","剧情,爱情",8.5
金蝉脱壳2,2018,06,91.324,史蒂芬·C·米勒,"西尔维斯特·史泰龙,黄晓明,戴夫·巴蒂斯塔,杰米·金,杰西·麦特卡尔菲","动作,惊悚,犯罪",6.1
昨日青空,2018,10,83.82,奚超,"苏尚卿,王一博,段艺璇,马斑马,慧明","剧情,动画",8.5
你好，之华,2018,11,80.053,岩井俊二,"周迅,秦昊,杜江,张子枫,邓恩熙","剧情,爱情",7.9
巴霍巴利王2：终结,2018,05,76.836,S·S·拉贾穆里,"帕拉巴斯,拉纳·达格巴提,安努舒卡·谢蒂,挲塞亚拉杰,纳赛尔","剧情,动作,奇幻",8.8
阿凡提之奇缘历险,2018,10,76.75,刘炜,"李扬,胡谦,蒋可,李晔,游军","动画,冒险",8.5
雪怪大冒险,2018,10,75.033,"格伦·费卡拉,杰森·雷西格,凯瑞·柯克帕特里克","赞达亚·科尔曼,查宁·塔图姆,吉娜·罗德里格兹,吉米·塔特罗,詹姆斯·柯登","喜剧,动画,奇幻",9.2
冰雪女王3：火与冰,2018,04,74.215,阿列克谢·特斯蒂斯林,"杰森·格里菲斯,劳里·海梅斯,迪·布拉雷·贝克尔,瓦内莎·约翰逊,洛瑞·加纳","喜剧,动画,冒险",8.5
潜艇总动员：海底两万里,2018,06,72.656,申宇,"范楚绒,洪海天,李晔,谭满堂",动画,8.4
泄密者,2018,06,70.821,邱礼涛,"吴镇宇,张智霖,佘诗曼,周秀娜,郑则仕","动作,悬疑,犯罪",8.0
江湖儿女,2018,09,69.92699999999999,贾樟柯,"赵涛,廖凡,徐峥,梁嘉艳,刁亦男","爱情,犯罪",7.7
龙虾刑警,2018,06,68.79,李昕芸,"王千源,袁姗姗,刘桦,周游,周云鹏","喜剧,动作,犯罪",7.8
湮灭,2018,04,66.066,亚历克斯·嘉兰,"娜塔莉·波特曼,詹妮弗·杰森·李,吉娜·罗德里格兹,泰莎·汤普森,奥斯卡·伊萨克","剧情,动作,科幻",7.3
三块广告牌,2018,03,64.98100000000001,马丁·麦克唐纳,"弗兰西斯·麦克多蒙德,伍迪·哈里森,山姆·洛克威尔,艾比·考尼什,卢卡斯·赫奇斯","剧情,犯罪",8.6
神奇马戏团之动物饼干,2018,07,64.882,"托尼·班克罗夫特,斯科特·克里斯汀·萨瓦","艾米莉·布朗特,约翰·卡拉辛斯基,伊恩·麦克莱恩,丹尼·德维托,西尔维斯特·史泰龙","喜剧,动画,家庭",8.4
闺蜜2,2018,03,64.335,黄真真,"陈意涵,张钧甯,薛凯琪,王水林,陈宝山","喜剧,爱情",6.6
英雄本色2018,2018,01,63.066,丁晟,"王凯,马天宇,王大陆,余皑磊,林雪","剧情,动作",7.9
我的间谍前男友,2018,10,61.721000000000004,苏珊娜·福格尔,"米拉·库尼斯,凯特·麦克金农,贾斯汀·塞洛克斯,萨姆·修汉,哈桑·明哈杰","喜剧,动作",8.1
忌日快乐,2018,02,61.261,克里斯托弗·兰登,"杰西卡·罗德,伊瑟尔·布罗萨德,露比·莫迪恩,查尔斯·艾特肯,劳拉·克利夫顿","喜剧,恐怖,惊悚",8.3
新灰姑娘,2018,10,60.138000000000005,林恩·萨瑟兰,"Cassandra Morris,Kristen Day,Chris Niosi,Bob Klein,Tony Azzolino","动画,冒险,奇幻",8.1
暴裂无声,2018,04,54.246,忻钰坤,"宋洋,姜武,袁文康,谭卓,李亚真","惊悚,悬疑,犯罪",8.1
完美陌生人,2018,05,53.507,保罗·格诺维塞,"朱塞佩·巴蒂斯通,安娜·福列塔,马可·贾利尼,爱德华多·莱奥,瓦莱里奥·马斯坦德雷亚",剧情,8.5
流浪猫鲍勃,2018,11,52.977,罗杰·斯波蒂斯伍德,"猫鲍勃,露塔·格德米纳斯,卢克·崔德威,琼安·弗洛加特,安东尼·海德","剧情,喜剧,传记",8.9
深海越狱,2018,06,51.373999999999995,帕夏·帕特里基,"尚格·云顿,杜夫·龙格尔,阿尔·萨皮恩扎,杰思敏·沃兹,帕特里克·基尔帕特里克","剧情,动作,犯罪",7.0
遇见你真好,2018,03,51.01,顾长卫,"白客,蓝盈莹,张海宇,周楚濋,王玉雯","剧情,喜剧,爱情",8.1
阿修罗,2018,07,49.839,张鹏,"吴磊,梁家辉,刘嘉玲,张艺上,明道","动作,爱情,奇幻",6.4
谜巢,2018,01,49.501999999999995,金波·兰道,"李冰冰,凯南·鲁兹,吴尊,凯尔希·格兰莫,斯黛芬·道森","动作,冒险",7.0
镰仓物语,2018,09,48.504,山崎贵,"堺雅人,高畑充希,堤真一,安藤樱,田中泯","剧情,奇幻",8.5
爸，我一定行的,2018,08,47.066,蓝鸿春,"郑润奇,郑鹏生,张咏娴,林俊鑫,李树浩","剧情,喜剧",9.0
小马宝莉大电影,2018,02,46.813,杰森·西森,"奥卓·阿杜巴,艾米莉·布朗特,克里斯汀·肯诺恩斯,塔拉·斯特朗,阿什莉·鲍尔","喜剧,动画,歌舞,冒险",8.7
通勤营救,2018,03,45.396,佐米·希尔拉,"连姆·尼森,维拉·法梅加,帕特里克·威尔森,乔纳森·班克斯,山姆·尼尔","剧情,动作,悬疑",8.4
犬之岛,2018,04,43.516000000000005,韦斯·安德森,"布莱恩·科兰斯顿,朱亚文,爱德华·哈里森·诺顿,比尔·默瑞,杰夫·高布伦","喜剧,动画,冒险",7.9
卧底巨星,2018,01,39.275,谷德昭,"陈奕迅,李荣浩,李一桐,陈国坤,崔志佳","喜剧,动作",6.7
战神纪,2018,04,38.068000000000005,哈斯朝鲁,"陈伟霆,林允,胡军,倪大红,李光洁","爱情,动作,冒险",6.8
大闹西游,2018,09,37.85,马系海,"孙晔,沈达威,陶典,刘北辰","喜剧,动画,家庭",8.3
妈妈咪鸭,2018,03,37.227,"赵锐,克里斯·詹金斯,克里斯托弗·詹金斯","赵路,武皓栋,殷筱瑜,李蝉妃,童自荣","动画,冒险,家庭",8.8
我是你妈,2018,05,36.82,张骁,"闫妮,邹元清,吴若甫,吴大维,张恒","剧情,喜剧",8.3
苏丹,2018,08,36.144,阿里·阿巴斯·札法,"萨尔曼·汗,安努舒卡·莎玛,兰迪普·弘达,马雷塞·克伦普,泰伦·伍德利","剧情,爱情,动作",9.2
脱单告急,2018,04,35.015,柯孟融,"董子健,钟楚曦,春夏,袁福福,靳锦","剧情,喜剧,爱情",8.4
低压槽：欲望之城,2018,04,34.900999999999996,张家辉,"张家辉,徐静蕾,何炅,余男,苗侨伟","动作,犯罪",7.2
冰封侠:时空行者,2018,11,34.49,叶伟民,"甄子丹,黄圣依,王宝强,任达华,喻亢","剧情,动作",4.3
的士速递5,2018,08,31.209,弗兰克·盖思堂彼得,"弗兰克·盖思堂彼得,马利克·班泽拉,伯纳尔·法西,塞尔维托·埃斯波西多,萨巴纳·奥扎尼","喜剧,动作",7.3
奇葩朵朵,2018,04,30.214000000000002,"李欣,李洋","张若昀,马思纯,李现,刘敏涛,姜超","喜剧,爱情",8.1
老爸102岁,2018,11,29.956999999999997,奥米史·舒克拉,"阿米特巴·巴强,里希·卡普尔,达尔曼德拉·吉尔,吉米特·特里韦迪,Sunil Vishrani","喜剧,剧情,家庭",8.7
浪矢解忧杂货店,2018,02,28.763,广木隆一,"山田凉介,尾野真千子,村上虹郎,林遣都,成海璃子","剧情,奇幻",8.4
恐龙王,2018,11,28.323,施雅雅,"王衡,吕佩玉,孙晔,穆雪婷,徐思琦","喜剧,动画,冒险",8.9
传奇的诞生,2018,09,28.276,"杰夫·泽姆巴利斯特,迈克尔·泽姆巴利斯特","凯文·德·保拉,贝利,索·豪黑,玛丽安娜·巴尔沙,迪耶戈·博内塔",剧情,9.3
金龟子,2018,02,27.709,丁实,"刘纯燕,杨晨,王宁,刘波,田波","动画,冒险,家庭",8.5
三只小猪2,2018,12,26.684,刘炜,"王晓彤,李晔,洪海天,严丽祯,骆妍倩",动画,8.3
狗十三,2018,12,26.296999999999997,曹保平,"张雪迎,果靖霖,智一桐,周珍,代旭",剧情,8.2
第七个小矮人,2018,06,25.49,"Boris Aljinovic,哈莱德·西博门","Otto Waalkes,Mirco Nontschew,Boris Aljinovic,拉尔夫·施密茨,古斯塔夫·彼得·沃勒","喜剧,动画,冒险",8.5
宝贝儿,2018,10,24.712,刘杰,"杨幂,郭京飞,李鸿其",剧情,5.6
坏爸爸,2018,02,24.475,兰城序,"邵兵,孙绍龙,赵圆圆,孔琳,裘恩典","剧情,家庭",8.4
虎胆追凶,2018,09,22.415,伊莱·罗斯,"布鲁斯·威利斯,文森特·多诺费奥,伊丽莎白·苏,迪恩·诺里斯,金伯莉·伊丽丝","剧情,动作,犯罪",8.5
猫与桃花源,2018,04,21.802,王微,"李宇峰,杨砚铎,周华健,张喆,陈霖生","动画,冒险,家庭",8.6
青年马克思,2018,05,20.776999999999997,哈乌·佩克,"奥古斯特·迪赫,史特凡·柯纳斯克,薇姬·克里普斯,奥利维埃·古尔梅,汉娜·斯蒂尔","剧情,历史,传记",8.4
玛丽与魔女之花,2018,04,20.616,米林宏昌,"杉咲花,神木隆之介,天海祐希,小日向文世,满岛光","动画,冒险",8.2
魔镜奇缘2,2018,06,20.612,陈设,夏晋,"动画,冒险,家庭",7.8
藏北秘岭-重返无人区,2018,08,20.576,饶子君,"蔡宇,饶子君,土旦巴桑,次仁顿珠,李祥龙",纪录片,8.2
阿飞正传,2018,06,19.739,王家卫,"张国荣,张曼玉,刘德华,刘嘉玲,张学友","剧情,爱情,犯罪",8.8
泡芙小姐,2018,02,19.339000000000002,张歆艺,"张歆艺,王栎鑫,谭维维,于莎莎,陈哲远","剧情,爱情",7.4
滴答屋,2018,11,19.047,伊莱·罗斯,"杰克·布莱克,凯特·布兰切特,欧文·瓦卡罗,芮妮·戈兹贝里,桑尼·苏尔季克","喜剧,冒险,奇幻",7.7
恋爱回旋,2018,03,18.535,石川淳一,"新垣结衣,瑛太,广末凉子,远藤宪一,濑户康史","喜剧,爱情,运动",8.7
功夫联盟,2018,10,17.974,刘镇伟,"赵文卓,安志杰,陈国坤,杜宇航,书亚信","动作,喜剧,爱情",7.3
我说的都是真的,2018,03,17.835,刘仪伟,"小沈阳,陈意涵,吴樾,罗海琼,连凯","喜剧,动作,悬疑",7.8
深海历险记,2018,08,17.597,"胡里奥·索托·古尔皮德,陈红","张璐,陈红,张云龙,杨希,郭政建","喜剧,动画,冒险",8.3
花滑女王,2018,03,17.165,奥列格·特罗费姆,"阿格莱亚·塔拉索娃,亚历山大·佩特罗夫,米洛斯·比柯维奇,瑟妮娅·拉芙洛娃-格林卡,彦·萨普尼克","剧情,喜剧,爱情",8.6
中国蓝盔,2018,11,17.011,宁海强,"徐洪浩,刘一龙,彭士腾,沈浩,王韬","剧情,动作,战争",7.6
太空救援,2018,01,16.858,克利姆·希片科,"弗拉季米尔·弗多维琴科夫,柳波芙·阿克肖诺娃,欧克萨娜·范德拉,玛丽亚·米罗诺娃,Ilya Andryukov","动作,冒险,科幻",8.3
大坏狐狸的故事,2018,03,16.09,"本杰明·雷内,帕特里克·英伯特","纪尧姆·达尔诺,鲍里斯·雷林格,席琳·荣特,纪尧姆·布谢德,达米安·维特卡","动画,家庭",8.3
汪星卧底,2018,07,14.991,拉加·高斯内尔,"威尔·阿奈特,娜塔莎·雷昂,克里斯托弗·布莱恩·布里奇斯,斯坦利·图齐,艾伦·卡明","剧情,喜剧",8.5
昼颜,2018,05,14.335999999999999,西谷弘,"上户彩,斋藤工,伊藤步,平山浩行,黑泽明日香","剧情,爱情",8.2
超能泰坦,2018,10,14.276,伦纳特·拉夫,"萨姆·沃辛顿,泰勒·席林,汤姆·威尔金森,娜塔莉·伊曼纽尔,阿格妮丝·迪恩",科幻,5.8
亡命救赎,2018,11,14.122,让-弗朗西斯·瑞切,"梅尔·吉布森,艾琳·莫里亚蒂,迭戈·卢纳,伊丽莎白·霍尔姆,迈克尔·帕克斯","动作,犯罪",8.0
古剑奇谭之流月昭明,2018,10,14.117,雷尼·哈林,"王力宏,宋茜,高以翔,高圣远,张智霖","奇幻,动作",7.7
为你写诗,2018,10,12.776,吴克群,"吴克群,周依然,周键铭,苏士为,仇佩佩","喜剧,爱情,奇幻",7.9
道高一丈,2018,09,12.07,姜凯阳,"聂远,谭凯,徐露,于明加,曲高位","剧情,悬疑,犯罪",7.8
生存家族,2018,06,11.405,矢口史靖,"小日向文世,深津绘里,泉泽祐希,葵若菜,大野拓朗","剧情,喜剧,家庭",8.5
摘金奇缘,2018,11,11.26,朱浩伟,"康斯坦斯·吴,杨紫琼,亨利·戈尔丁,奥卡菲娜,嘉玛·陈","喜剧,爱情",8.3
金钱世界,2018,03,11.155,雷德利·斯科特,"米歇尔·威廉姆斯,克里斯托弗·普卢默,马克·沃尔伯格,查理·普拉默,蒂莫西·赫顿","剧情,犯罪,传记",8.1
狗狗的疯狂假期,2018,02,10.597999999999999,"阿尔维托·罗德里格斯,纳乔·拉·卡萨,阿尔贝托·罗德里格","吉列尔莫·罗梅罗,丹尼·罗维拉,埃尔莎·帕塔奇,米歇尔·珍娜,费尔南多·特赫罗","喜剧,动画",8.4
淘气大侦探,2018,07,10.414000000000001,"约翰·斯蒂文森,约翰·斯蒂芬森","约翰尼·德普,詹姆斯·麦卡沃伊,艾米莉·布朗特,切瓦特·埃加福特,玛吉·史密斯","剧情,动画,冒险",8.5
说走就走之不说再见,2018,09,9.87,张承,"牛骏峰,白举纲,吴谨言,谢昀杉,赵健雷","喜剧,爱情,冒险",8.3
萌犬好声音,2018,03,9.801,罗伯特·文斯,"麦肯泽·摩斯,杰德·瑞斯,大卫·德路易斯,卡拉·吉门内斯,汤姆·艾弗瑞特·斯科特","喜剧,音乐,冒险",8.1
24小时：末路重生,2018,01,9.765,布莱恩·斯莫兹,"伊桑·霍克,许晴,利亚姆·坎宁安,鲁特格尔·哈尔,娜塔莉·博尔特","犯罪,动作",7.9
解码游戏,2018,08,9.689,李海龙,"韩庚,凤小岳,李媛,山下智久,廖启智","喜剧,动作,犯罪",7.4
惊涛飓浪,2018,12,9.596,巴塔萨·科马库,"谢琳·伍德蕾,山姆·克拉弗林,伊丽莎白·霍桑,杰弗瑞·托马斯,Zac Beresford","爱情,灾难",7.3
小悟空,2018,07,8.812000000000001,"叶伟青,王以立","林兰,林强,杨天翔,郭政建,陆庚宜","喜剧,动画,冒险",8.5
虎皮萌企鹅,2018,03,8.68,大卫阿拉克斯,"保罗·鲍恩,菲利普·波佐,帕斯卡尔·卡萨诺瓦,Emmanuel Curtil,劳伦·默度","喜剧,动画,冒险",8.4
我的宠物恐龙,2018,05,8.638,马特·德鲁蒙德,"乔丹·杜力乌,Annabel Wolfe,Beth Champion,Christopher Gabardi,Tom Rooney","冒险,科幻,家庭",7.6
人怕出名猪怕壮,2018,02,8.378,彭建伟,"沈伐,岳红,朱子岩,黄梁宇,刘帅",喜剧,8.2
