name,year,month,boxfile,director,actor,genre,score
白雪公主之神秘爸爸,2015,08,11.23,赵奔,"阎萌萌,曹旭鹏,高明钰,赵奔,马斑马","喜剧,动画,冒险",8.3
心迷宫,2015,10,10.775,忻钰坤,"霍卫民,罗芸,孙黎,邵胜杰,曹西安","剧情,悬疑,犯罪",8.2
笔仙魔咒,2015,10,10.468,关尔,"游乐儿,杨曼玉,陶醉,叶思浵,李思雯","恐怖,惊悚",4.9
龙骑侠,2015,01,10.408,刘可欣,"唐小喜,路知行,张璐,张伟,李立宏","动画,冒险,奇幻",8.0
魔镜,2015,09,10.389000000000001,"彭发,金成浩,帕芬姆·王金达","孙坚,金恩圣,李彩英,修睿,周弘",惊悚,5.1
情敌蜜月,2015,09,10.357999999999999,张林子,"权相佑,张雨绮,霍建华,施予斐,周晓鸥","喜剧,爱情",7.8
闯入者,2015,04,10.035,王小帅,"吕中,冯远征,秦海璐,秦昊,石榴","剧情,惊悚,犯罪",7.8
黑瞳,2015,07,9.861,杜云萍,"王姬,成泰燊,李子雄","悬疑,犯罪",6.4
幸存者,2015,10,9.48,詹姆斯·麦克特格,"皮尔斯·布鲁斯南,米拉·乔沃维奇,迪伦·麦克德莫特,安吉拉·贝塞特,罗伯特·福斯特","动作,惊悚",7.8
爱我就陪我看电影,2015,04,9.097000000000001,牛朝阳,"吴镇宇,余男,金范,古力娜扎,任达华","喜剧,爱情",5.5
开罗宣言,2015,09,9.023,"温德光,胡明钢,刘星","胡军,刘嘉玲,韩雪,马晓伟,唐国强","剧情,战争,历史",7.8
亡命地中海,2015,01,8.738999999999999,霍辛·阿米尼,"克尔斯滕·邓斯特,维果·莫腾森,奥斯卡·伊萨克,黛西·贝文,叶夫根尼亚·迪米特罗波卢","爱情,惊悚",5.7
惊魂电影院,2015,06,8.698,王鸣,"林晓凡,王晔,赵圆圆,姚一奇,裘恩典","恐怖,惊悚",3.5
夺命旅行,2015,05,8.533,邓衍成,"品冠,曾泳醍,韩宝凛,罗家英,陈峰",惊悚,5.3
半夜叫你别回头,2015,10,8.53,"陆诗雨,陆诗雷","殷果儿,郭云齐,宋嘉豪,涵丰,王修浩","恐怖,惊悚",4.6
诱狼,2015,08,8.484,安澜,"巩峥,侯勇,高明,墨阳,张津赫",战争,7.4
奥拉星：进击圣殿,2015,07,8.479,"钟智行,赵路,钟汉超","张安琪,张琦,李正翔,金锋,赵路","动画,冒险,奇幻",8.6
午夜43路,2015,06,8.405,杜玉贞,"蔡瀚亿,张兆辉,邵音音,周俊伟,李梓宸","恐怖,惊悚",4.3
长江7号：超萌特攻队,2015,09,8.327,简耀宗,"石班瑜,徐娇,林簌,郝鹏,马语非","动画,喜剧,家庭",8.0
男神时代,2015,09,8.258,徐正超,"李贤宰,任言恺,李菲儿,郑媛元,丹尼斯·凯恩","喜剧,爱情",7.9
三更车库,2015,04,7.914,周耀武,"方力申,林家栋,谢君豪,白茹,赵成彬","恐怖,惊悚,悬疑",4.5
浪漫天降,2015,10,7.854,宁瀛,"夏雨,关晓彤,邱泽,刘孜,崔宝月","喜剧,爱情",7.0
大喜临门,2015,03,7.659,黄朝亮,"猪哥亮,林心如,李东学,寇世勋,林美秀",喜剧,8.0
怪谈,2015,01,7.468,"叶伟民,田蒙,咸旭初","李治廷,文咏珊,朱珠,罗兰,梁烈唯",惊悚,5.6
这里的黎明静悄悄,2015,08,7.3020000000000005,"列纳特·达夫列吉亚罗夫,毛卫宁","彼得·费奥多罗夫,阿娜斯塔西亚·米库尔奇娜,雅戈尼娅·库兹涅佐娃,叶甫盖尼娅·玛拉霍娃,索菲娅·莱贝德娃","剧情,战争",8.8
蜡笔总动员,2015,02,6.513999999999999,"张也弛,弗兰克·格拉德斯通","陆毅,陆雨萱,乐嘉,周帅,樊俊航","动画,喜剧,家庭",8.3
猛龙特囧,2015,10,6.345,胡耀辉,"郑中基,胡耀辉,雨侨,王传君,张继聪","喜剧,动作",6.6
再见我们的十年,2015,06,6.33,孙浩,"郭家铭,刘芸,隋凯,潘霜霜,杨爱瑾","喜剧,爱情",7.3
汽车人总动员,2015,07,5.843,卓建荣,"胡达威,刘馨萱,袁文革,夏甜,姚玉兰","喜剧,动画,冒险",4.3
一路向前,2015,08,5.709,侯亮,"陈赫,常远,姚星彤,张佑赫,张颂文",喜剧,7.4
扑通扑通我的人生,2015,03,5.544,李在容,"宋慧乔,姜栋元,曹承穆,许俊硕,金甲洙","剧情,家庭",8.0
擦枪走火,2015,12,5.517,周伟,"喻恩泰,倪虹洁,王景春,赵文琪,李锐","喜剧,爱情",7.3
我是谁2015,2015,06,5.5120000000000005,宋胤熹,"王海祥,姚星彤,张蓝心,于荣光,卢惠光","喜剧,动作",5.8
金箍棒传奇2：沙僧的逆袭,2015,05,5.51,哈磊,"于立,吴天昊,榕榕,张源","喜剧,动画,冒险",8.2
星语心愿之再爱,2015,09,5.212999999999999,邓科,"董维嘉,王传君,陈亦飞,李佑晨,蓝格","爱情,奇幻",8.0
异种,2015,06,5.084,过华,"刘青,周浩东,李文杰,吴妍妍,赵千紫","悬疑,惊悚,恐怖",3.3
奇幻女侠,2015,04,5.0489999999999995,"曹荣,张志伟","钱迪迪,王道铁",剧情,5.0
藏羚王,2015,11,4.755,刘宇军,"李扬,鞠萍,王雪纯,高明洁","动画,冒险,喜剧",8.9
罪恶赎金,2015,07,4.716,亨里克·鲁本·甘茨,"詹姆斯·弗兰科,凯特·哈德森,奥玛·希,汤姆·威尔金森,萨姆·斯普卢尔","动作,惊悚,犯罪",6.9
小猪班纳大电影之梦想大“帽”险,2015,06,4.492,"张明,翁朝晖","范楚绒,符冲,王燕华,罗玉婷,李晔","动画,冒险",7.9
恐怖游泳馆,2015,07,4.2410000000000005,袁杰,"姚雨鑫,张蓝艺,丁汇宇,杜菁,杜乔","恐怖,惊悚",5.7
天眼传奇,2015,10,4.105,"蔡志忠,蔡明钦","张美娟,苏俣,刘浏,郑炼,高旭东","动画,冒险,奇幻",7.8
冰雪女王,2015,08,4.075,"马克西姆·斯韦什尼科夫,弗拉德连·芭尔贝","刘纯燕,霍尊,金炜,Jessica Straus,道格·俄尔茨","动画,奇幻",8.0
枕边诡影,2015,09,4.07,"郑来志,来喜","来喜,王雅捷,连凯,罗家英,刘博涵","惊悚,爱情",4.3
为了这片土地,2015,07,4.063,宁敬武,"陶红,郑昊,巩汉林,李静,李海",传记,7.5
人皮拼图,2015,09,4.059,"刘观伟,辛成江","高云翔,熊乃瑾,马少骅,刘泊潇,贺睿","恐怖,惊悚,悬疑",4.3
灵臆事件,2015,11,3.9960000000000004,刘宝贤,"朱雨辰,石天琦","恐怖,惊悚",5.6
极地大反攻,2015,10,3.995,"乔方,Lucas Qiao","李敏妍,李晔,严丽祯","喜剧,动画,冒险",8.1
十七岁,2015,10,3.947,周格泰,"任贤齐,贾静雯,程予希,石知田,邵雨薇","剧情,爱情",7.1
红髅,2015,08,3.411,"关尔,李明","李威,李子雄,石小满,林好,杨猛","悬疑,惊悚",5.9
诡影迷情,2015,11,3.403,"项海明,吉桥","李泰,孙菲菲,商蓉,王艺嘉,陈秋果","恐怖,惊悚,悬疑",5.8
安妮：纽约奇缘,2015,01,3.4,威尔·古勒,"奎文赞妮·瓦利斯,杰米·福克斯,卡梅隆·迪亚兹,萝丝·拜恩,鲍比·坎纳瓦尔","喜剧,家庭,音乐",8.2
探灵档案,2015,10,3.34,彭发,"马浴柯,吴昕,潘粤明,王景春,莫小棋","惊悚,悬疑",6.5
我爸比我小四岁,2015,08,3.324,陈晓曦,"白凯南,刘宸希,任铭松,孟鹏,舒鸣","剧情,喜剧,家庭",7.6
爱之初体验,2015,08,3.217,海涛,"张超,李晓峰,张瑶,屈菁菁,刘雅瑟","喜剧,爱情",5.2
轩辕剑传奇,2015,08,3.16,李智,"陈龙,蓝盈莹,顾又铭,尔玛依娜,杨欣","动作,奇幻,冒险",3.9
双生灵,2015,08,3.105,秦榛,"车艺莲,常奕然,刘佳佳,刘冠霖,尹菲","惊悚,悬疑",5.4
无敌小飞猪,2015,04,3.082,宋占涛,"张立威,张植绿,徐少强,卡特琳娜·莫里诺,范子轩","动画,奇幻,喜剧",7.2
特功明星,2015,04,3.05,徐克,"黄莺,张安琪,李正翔,程玉珠,海帆",动画,7.9
狂野飞车,2015,08,3.048,袁野,"何子健,何伟,米歇尔·法布里斯,阿英达.迈卜德扎,吉拉德卡·伊莉娜","动作,爱情,冒险",3.8
我只要我们在一起,2015,02,2.949,晏菲,"杨恭如,唐文龙,迟帅,周岭南,李嘉傲",爱情,5.1
小时代4：灵魂尽头（含纪录片《最好的我们》）,2015,07,2.903,郭敬明,"张汉盛,杨幂,郭采洁,郭碧婷,谢依霖","纪录片,短片",8.1
魔卡行动,2015,10,2.827,姜国民,"乔任梁,张馨予,任达华,玛丽亚·格拉齐亚·库奇诺塔,白凯南","动作,喜剧,爱情",5.8
对风说爱你,2015,06,2.78,王童,"胡宇威,郭采洁,李淳,杨祐宁,郭碧婷","剧情,爱情",7.2
诡劫,2015,08,2.592,杨竞泽,"立威廉,佟丽娅,朱珠,王海祥,汤镇业","爱情,惊悚,悬疑",4.7
兔子镇的火狐狸,2015,10,2.571,葛水英,"乔诗语,宣晓鸣,陈浩,张瑶函,商虹","动画,冒险,奇幻",8.2
墓穴迷城,2015,09,2.492,宁敬武,"吕聿来,黎一墨,谢君豪,张睿家,何佩瑜",惊悚,6.0
雨夜惊魂,2015,11,2.46,刘天荣,"蓝燕,王李丹妮,董玉峰,邓紫衣","恐怖,惊悚,悬疑",3.9
西游超级粉,2015,07,2.458,刘畅,"黎筱濛,李佳怡,梁伽源,徐梦娟,王楠","动画,喜剧,冒险",7.6
听说,2015,06,2.439,郑芬芬,"陈意涵,彭于晏,陈妍希,罗北安,林美秀","剧情,爱情",8.4
死亡之谜,2015,02,2.374,黄正杰,"温兆伦,余思潞,隋抒洋,杨心蕊,黄征","惊悚,悬疑,冒险",4.2
深海挑战,2015,02,2.36,"安德鲁·韦特,约翰·布鲁诺,雷·昆特,雷蒙德·昆特","詹姆斯·卡梅隆,弗兰克·洛蒂托,拉克兰·伍兹,保罗·亨利","纪录片,冒险",8.1
亲，别怕,2015,07,2.266,"余丹戈,曹安俊","杜雨辰,任鹏,王千航,尹贵勇,刘静怡","爱情,惊悚",2.5
新年行动,2015,02,2.251,法拉·可汗,"沙鲁克·汗,迪皮卡·帕度柯妮,阿布舍克·巴强,阿努潘·凯尔,阿努拉格·卡施亚普","喜剧,动作,爱情,犯罪",8.6
没女神探,2015,12,2.01,"黄柏基,叶念琛","王菀之,周柏豪,杨梓邑,项昌群,庄思敏","喜剧,爱情",6.9
第七谎言,2015,03,1.956,孔令政,"郑中基,何超仪,许绍雄,罗仲谦,曾珮瑜","悬疑,犯罪",4.2
前目的地,2015,01,0.015,"迈克尔·斯派瑞,彼得·斯派瑞","伊桑·霍克,莎拉·斯努克,诺亚·泰勒,迈德琳·怀斯特,克里斯托弗·卡比","惊悚,悬疑,科幻",7.6
