name,year,month,boxfile,director,actor,genre,score
全球风暴,2017,10,434.0,迪安·德夫林,"杰拉德·巴特勒,吉姆·斯特吉斯,艾比·考尼什,亚历山德拉·玛丽亚·拉娜,吴彦祖","动作,惊悚,灾难",8.7
星际特工：千星之城,2017,08,409.0,吕克·贝松,"戴恩·德哈恩,卡拉·迪瓦伊,克里夫·欧文,罗比恩·蕾哈娜·芬缇,伊桑·霍克","动作,冒险,科幻",8.3
建军大业,2017,07,403.0,刘伟强,"刘烨,朱亚文,黄志忠,王景春,欧豪","剧情,历史",9.1
嫌疑人x的献身,2017,03,401.0,苏有朋,"王凯,张鲁一,林心如,叶祖新,丁冠森","剧情,爱情,悬疑",8.6
拆弹·专家,2017,04,400.0,邱礼涛,"刘德华,姜武,宋佳,姜皓文,吴卓羲","动作,悬疑,犯罪",9.0
妖铃铃,2017,12,363.0,吴君如,"吴君如,沈腾,岳云鹏,张译,姜逸磊","喜剧,恐怖",6.8
敦刻尔克,2017,09,339.0,克里斯托弗·诺兰,"菲恩·怀特海德,汤姆·格林-卡尼,杰克·劳登,哈里·斯泰尔斯,汤姆·哈迪","剧情,战争,历史",8.1
空天猎,2017,09,319.0,李晨,"李晨,范冰冰,王千源,李佳航,赵达","动作,战争",8.7
太空旅客,2017,01,313.0,莫滕·泰杜姆,"詹妮弗·劳伦斯,克里斯·帕拉特,麦克·辛,劳伦斯·菲什伯恩,奥罗拉·佩里纽","爱情,冒险,科幻",8.5
异形：契约,2017,06,311.0,雷德利·斯科特,"迈克尔·法斯宾德,凯瑟琳·沃特森,比利·克鲁德普,卡门·艾乔戈,丹尼·麦克布莱德","恐怖,科幻",6.9
机器之血,2017,12,305.0,张立嘉,"成龙,罗志祥,欧阳娜娜,夏侯云姗,卡兰·马尔韦","喜剧,动作,科幻",8.6
心理罪,2017,08,304.0,谢东燊,"李易峰,廖凡,万茜,李纯,张国柱","动作,悬疑,犯罪",8.2
奇门遁甲,2017,12,299.0,袁和平,"大鹏,倪妮,李治廷,周冬雨,伍佰","喜剧,动作,奇幻",7.6
记忆大师,2017,04,292.0,陈正道,"黄渤,徐静蕾,段奕宏,杨子姗,许玮甯","剧情,悬疑,犯罪",8.6
二代妖精之今生有幸,2017,12,292.0,肖洋,"冯绍峰,刘亦菲,李光洁,郭京飞,焦俊艳","喜剧,爱情,奇幻",8.5
天才枪手,2017,10,271.0,纳塔吾·彭皮里亚,"茱蒂蒙·琼查容苏因,依莎亚·贺苏汪,披纳若·苏潘平佑,查侬·散顶腾古,塔内·瓦拉库努娄","剧情,悬疑,犯罪",8.8
绣春刀II：修罗战场,2017,07,265.0,路阳,"张震,杨幂,张译,雷佳音,辛芷蕾","动作,古装,武侠",8.5
爱乐之城,2017,02,247.00000000000003,达米恩·查泽雷,"瑞恩·高斯林,艾玛·斯通,约翰·传奇,J·K·西蒙斯,罗丝玛丽·德薇特","剧情,爱情,歌舞",8.6
侠盗联盟,2017,08,237.0,冯德伦,"刘德华,舒淇,张静初,杨祐宁,让·雷诺","动作,冒险,犯罪",8.1
东方快车谋杀案,2017,11,229.99999999999997,肯尼思·布拉纳,"肯尼思·布拉纳,刘风,约翰尼·德普,王千源,米歇尔·菲佛","剧情,悬疑,犯罪",8.2
心理罪之城市之光,2017,12,224.00000000000003,徐纪周,"邓超,阮经天,刘诗诗,余皑磊,文淇","剧情,动作,犯罪",8.8
解忧杂货店,2017,12,223.0,韩杰,"王俊凯,迪丽热巴,董子健,李鸿其,秦昊","剧情,奇幻",8.5
京城81号2,2017,07,218.00000000000003,钱人豪,"张智霖,梅婷,钟欣潼,耿乐,邬君梅","剧情,惊悚,悬疑",5.9
欢乐好声音,2017,02,215.0,"加斯·詹宁斯,克里斯托夫·卢尔德莱","马修·麦康纳,大鹏,瑞茜·威瑟斯彭,塞思·麦克法兰,斯嘉丽·约翰逊","喜剧,动画,音乐",9.2
喜欢·你,2017,04,210.0,许宏宇,"金城武,周冬雨,孙艺洲,奚梦瑶,林志玲","喜剧,爱情",8.9
帕丁顿熊2,2017,12,206.0,保罗·金,"本·威士肖,杜江,休·格兰特,莎莉·霍金斯,休·博纳维尔","喜剧,动画,冒险",9.1
攻壳机动队,2017,04,202.0,鲁伯特·桑德斯,"斯嘉丽·约翰逊,皮鲁·埃斯贝克,迈克尔·皮特,北野武,朱丽叶·比诺什","动作,科幻,犯罪",7.8
逆时营救,2017,06,200.99999999999997,尹鸿承,"杨幂,霍建华,金士杰,刘畅,张艺瀚","动作,科幻",7.9
春娇救志明,2017,04,175.0,彭浩翔,"杨千嬅,余文乐,蒋梦婕,陈逸宁,林兆霞","剧情,喜剧,爱情",8.8
蓝精灵：寻找神秘村,2017,04,173.0,凯利·阿斯博瑞,"曼迪·帕廷金,黛米·洛瓦托,雷恩·威尔森,乔·曼根尼罗,杰克·麦克布瑞尔","动画,冒险,家庭",9.0
看不见的客人,2017,09,172.0,奥里奥尔·保罗,"马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,芭芭拉·蓝妮,弗兰塞斯克·奥雷利亚","犯罪,悬疑,惊悚",9.4
二十二,2017,08,170.0,郭柯,"毛银梅,何玉珍,李凤云,张先兔,李秀梅",纪录片,9.2
刺客信条,2017,02,160.0,贾斯汀·库泽尔,"迈克尔·法斯宾德,玛丽昂·歌迪亚,迈克尔·肯尼斯·威廉姆斯,杰瑞米·艾恩斯,布莱丹·格里森","动作,冒险,奇幻",7.4
非凡任务,2017,03,156.0,"麦兆辉,潘耀明","黄轩,段奕宏,祖峰,郎月婷,王耀庆","剧情,动作,犯罪",8.7
哆啦A梦：大雄的南极冰冰凉大冒险,2017,05,148.0,高桥敦史,"水田山葵,山新,大原惠美,黎筱濛,嘉数由美","动画,冒险",8.6
王牌保镖,2017,09,139.0,"帕特里克·休斯,杰夫·瓦德洛","瑞安·雷诺兹,塞缪尔·杰克逊,萨尔玛·海耶克,艾洛蒂·袁,加里·奥德曼","喜剧,动作,犯罪",8.9
赛车总动员3：极速挑战,2017,08,137.0,布莱恩·菲,"欧文·威尔逊,黄磊,艾米·汉莫,张艺兴,克里斯黛拉·阿朗索","喜剧,动画,冒险",8.8
异星觉醒,2017,05,135.0,丹尼尔·伊斯皮诺萨,"杰克·吉伦哈尔,丽贝卡·弗格森,瑞安·雷诺兹,真田广之,阿利安·巴克瑞","恐怖,惊悚,科幻",7.7
十万个冷笑话2,2017,08,133.0,"卢恒宇,李姝洁","皇贞季,山新,郝翔海,李姝洁,李璐","喜剧,动画,奇幻",8.7
大卫贝肯之倒霉特工熊,2017,01,126.0,"李清舫,张遥函,雪萌","汤水雨,徐佳琦,杨默","喜剧,动画,家庭,冒险",8.5
父子雄兵,2017,07,125.0,袁卫东,"大鹏,范伟,张天爱,乔杉,邬君梅","剧情,喜剧",8.0
傲娇与偏见,2017,04,124.0,"李海蜀,黄彦威","迪丽热巴,张云龙,高伟光,金晨,马薇薇","喜剧,爱情",9.0
决战食神,2017,02,121.0,叶伟民,"谢霆锋,葛优,郑容和,唐嫣,白冰","喜剧,爱情,家庭",7.8
鲛珠传,2017,08,112.99999999999999,杨磊,"王大陆,张天爱,任达华,盛冠森,赵健","喜剧,动作,奇幻",7.9
降临,2017,01,108.0,丹尼斯·维伦纽瓦,"艾米·亚当斯,杰瑞米·雷纳,福里斯特·惠特克,迈克尔·斯图巴,马克·奥布莱恩","悬疑,冒险,科幻",7.8
极盗车神,2017,08,108.0,埃德加·赖特,"安塞尔·艾尔高特,莉莉·詹姆斯,凯文·史派西,杰米·福克斯,乔恩·哈姆","爱情,动作,犯罪",7.7
赛尔号大电影6：圣者无敌,2017,08,108.0,王章俊,"罗玉婷,翟巍,王晓彤,孙晔,符冲","喜剧,动画,冒险",8.9
十八洞村,2017,10,107.0,苗月,"王学圻,陈瑾,墨阳,陈西贝,白威",剧情,8.4
追捕,2017,11,106.0,吴宇森,"张涵予,福山雅治,戚薇,河智苑,吴飞霞","剧情,动作,悬疑",7.7
东北往事之破马张飞,2017,02,105.0,郭大雷,"贾乃亮,马丽,梁超,王迅,于洋","喜剧,动作",7.2
七十七天,2017,11,103.0,赵汉唐,"江一燕,赵汉唐,达哇桑周,洛桑群培,仁青生格","剧情,冒险",8.6
游戏规则,2017,02,102.0,高希希,"何润东,黄子韬,古力娜扎,王学圻,秋瓷炫","剧情,动作",7.6
绝世高手,2017,07,101.0,卢正雨,"卢正雨,郭采洁,范伟,蔡国庆,陈冲","喜剧,动作",7.5
冈仁波齐,2017,06,100.0,张杨,"杨培,尼玛扎堆,扎西达娃,色巴江措,仁青晋美",剧情,8.8
绑架者,2017,03,95.65899999999999,"徐静蕾,杨翌舒","白百何,黄立行,明道,李玖哲,李淳","动作,犯罪",8.4
降魔传,2017,11,91.759,"王晶,钟少雄","郑恺,张雨绮,谢依霖,毛俊杰,罗家英","喜剧,奇幻",7.0
大护法,2017,07,87.602,不思凡,"小连杀,图特哈蒙,金士杰,幽舞越山,李佳怡","动画,冒险,奇幻",8.3
银魂 真人版,2017,09,81.43,福田雄一,"小栗旬,菅田将晖,桥本环奈,长泽雅美,冈田将生","剧情,喜剧,科幻",7.9
密战,2017,11,79.542,钟少雄,"郭富城,赵丽颖,张翰,任达华,张蓝心","剧情,动作,战争",8.2
烟花,2017,12,78.664,"新房昭之,武内宣之","广濑铃,菅田将晖,松隆子,宫野真守,花泽香菜","爱情,动画,奇幻",5.6
银翼杀手2049,2017,10,76.958,丹尼斯·维伦纽瓦,"瑞恩·高斯林,哈里森·福特,安娜·德·阿玛斯,杰瑞德·莱托,罗宾·怀特","剧情,科幻,惊悚",7.3
原谅他77次,2017,06,75.44800000000001,邱礼涛,"蔡卓妍,周柏豪,钟欣潼,卫诗雅,卢巧音",爱情,8.5
血战湘江,2017,06,73.862,陈力,"王霙,保剑锋,董勇,张一山,耿乐","剧情,战争,历史",9.1
反转人生,2017,06,69.513,伍仕贤,"夏雨,闫妮,潘斌龙,宋茜,吴大维","喜剧,奇幻",8.1
至爱梵高·星空之谜,2017,12,68.73,"多洛塔·科别拉,休·韦尔什曼","道格拉斯·布斯,赵天宇,罗伯特·古拉奇克,张亚东,杰罗姆·弗林","剧情,动画,传记",8.9
狂兽,2017,11,67.812,李子俊,"张晋,余文乐,文咏珊,吴樾,林家栋","剧情,动作,犯罪",7.8
欢乐喜剧人,2017,03,66.847,"黎继强,张子栋","郭德纲,岳云鹏,张小斐,艾伦,潘斌龙",喜剧,4.7
龙之战,2017,08,65.347,高峰,"刘佩琦,曹云金,李子雄,范志博,修庆","动作,战争,历史",8.6
荡寇风云,2017,05,65.116,陈嘉上,"赵文卓,洪金宝,万茜,小出惠介,仓田保昭","动作,战争,历史",8.3
闪光少女,2017,07,64.865,王冉,"徐璐,彭昱畅,刘泳希,骆明劼,韩忠羽","剧情,喜剧,音乐",9.2
破·局,2017,08,64.64699999999999,连奕琦,"郭富城,王千源,刘涛,余皑磊,冯嘉怡","动作,犯罪",8.4
疯岳撬佳人,2017,02,63.701,"钟少雄,田蒙","岳云鹏,袁姗姗,孙坚,马元,石小满","喜剧,爱情",7.5
明月几时有,2017,07,63.417,许鞍华,"周迅,彭于晏,霍建华,郭涛,黄志忠","剧情,战争,历史",7.5
合约男女,2017,02,59.383,刘国楠,"郑秀文,张孝全,冯文娟,金巧巧,林雪","喜剧,爱情",8.0
亚瑟王：斗兽争霸,2017,05,57.062,盖·里奇,"查理·汉纳姆,裘德·洛,艾瑞克·巴纳,阿斯特丽德·伯格斯-弗瑞斯贝,杰曼·翰苏","动作,冒险,奇幻",8.0
我的爸爸是森林之王,2017,10,56.223,"本·斯塔森,杰里米·德格鲁森","克里斯托弗·L·帕森,孟令军,帕皮·福克纳,武洋,杨波","喜剧,动画",9.1
巨额来电,2017,12,55.848,彭顺,"陈学冬,张孝全,桂纶镁,蒋梦婕,张兆辉","剧情,犯罪",8.4
这就是命,2017,12,54.465,王丹,"王迅,曾志伟,梁超,潘斌龙,于莎莎","喜剧,犯罪",8.1
刀剑神域：序列之争,2017,09,53.924,伊藤智彦,"松冈祯丞,户松遥,伊藤加奈惠,竹达彩奈,日高里菜","动画,动作,冒险",9.2
昆塔：反转星球,2017,10,50.644,"李炼,狄菲菲","李正翔,洪海天,陶典,郭易峰,王肖兵","动画,科幻",8.5
引爆者,2017,11,50.263999999999996,常征,"段奕宏,余男,王景春,成泰燊,余皑磊","动作,犯罪",8.2
地球：神奇的一天,2017,08,47.783,"彼得·韦柏,理查德·戴尔,范立欣","罗伯特·雷德福,成龙,佐佐木藏之介,黄子华",纪录片,9.0
常在你左右,2017,10,46.879,邱礼涛,"古天乐,张智霖,林家栋,蔡卓妍,佘诗曼","恐怖,惊悚,悬疑",7.3
猪猪侠之英雄猪少年,2017,01,45.909,"陆锦明,钟裕","易烊千玺,陈志荣,彭雨菲,张子琨,戎妍","喜剧,动画,奇幻",8.6
喵星人,2017,07,44.762,陈木胜,"古天乐,马丽,刘楚恬,黄星羱,尹航","喜剧,家庭,奇幻",8.4
声之形,2017,09,44.538999999999994,山田尚子,"早见沙织,入野自由,松冈茉优,悠木碧,潘惠美","剧情,爱情,动画",8.3
魔弦传说,2017,01,43.695,特拉维斯·奈特,"阿特·帕金森,马修·麦康纳,查理兹·塞隆,拉尔夫·费因斯,鲁妮·玛拉","动画,奇幻,冒险",8.5
大耳朵图图之美食狂想曲,2017,07,43.287,"速达,李晔","潘延,范楚绒,胡谦,王衡,李晔","喜剧,动画,冒险",8.8
冰雪大作战,2017,04,43.196000000000005,"让-弗朗索瓦·波略特,弗兰克·布里森","安吉拉·嘉鲁皮,张震,海伦·波斯瓦拉·乐卡克,李楠,玛丽欧·沃尔夫","动画,喜剧,家庭",8.3
乐高蝙蝠侠大电影,2017,03,41.994,克里斯·麦凯,"威尔·阿奈特,扎克·加利凡纳基斯,迈克尔·塞拉,罗莎里奥·道森,拉尔夫·费因斯","喜剧,动画,动作",8.5
钢铁飞龙之再见奥特曼,2017,10,40.994,王巍,"侯勇,大张伟,金晨,曲哲明,向佐","动画,动作,科幻",7.9
李雷和韩梅梅——昨日重现,2017,06,40.721,杨永春,"张子枫,张逸杰,成梓宁,李砚,常铖","剧情,喜剧,爱情",7.7
毒。诫,2017,05,40.253,刘国昌,"刘青云,林家栋,江一燕,古天乐,张晋","剧情,犯罪,传记",7.3
了不起的菲丽西,2017,02,40.198,"埃里克·韦林,艾瑞克·莎莫,艾瑞克·韦林","艾丽·范宁,佟心竹,卡莉·蕾·杰普森,林鹏,戴恩·德哈恩","喜剧,动画,冒险",9.1
鲨海,2017,12,38.718,约翰内斯·罗伯茨,"曼迪·摩尔,克莱尔·霍尔特,马修·莫迪恩,圣地亚哥·瑟甘拉,雅尼·吉尔曼","惊悚,冒险",7.1
有完没完,2017,04,37.399,王啸坤,"范伟,贾静雯,刘俊昊,薛之谦,林更新","剧情,喜剧,爱情",8.1
至暗时刻,2017,12,37.316,乔·赖特,"加里·奥德曼,克里斯汀·斯科特·托马斯,莉莉·詹姆斯,本·门德尔森,罗纳德·皮卡普","剧情,历史,传记",8.8
黑白迷宫,2017,09,33.17,阚家伟,"任达华,陈小春,伍允龙,邱意浓,张兆辉","剧情,动作,犯罪",7.8
重返·狼群,2017,06,32.989000000000004,亦风,"李微漪,亦风",纪录片,9.2
英雄本色,2017,11,32.624,吴宇森,"狄龙,张国荣,周润发,朱宝意,李子雄","剧情,动作,犯罪",9.2
麻烦家族,2017,05,32.327,黄磊,"李立群,张伟欣,黄磊,海清,王迅","剧情,喜剧,家庭",7.6
玩偶奇兵,2017,08,31.706999999999997,"申宇,黄燕","严丽祯,李晔,王衡,李传缨,李心仪","动画,冒险,奇幻",8.6
青禾男高,2017,07,30.409000000000002,蒋卓原,"景甜,欧豪,黑木明纱,林遣都,周游","剧情,喜剧,动作",7.8
阿唐奇遇,2017,07,30.396,王微,"石磊,袁泽宇,芒来,季冠霖,洪晃","动画,冒险,家庭",8.9
超凡战队,2017,05,30.053,迪恩·以色列特,"戴克·蒙哥马利,娜奥米·斯科特,林路迪,RJ·赛勒,贝姬·戈麦斯","动作,冒险,科幻",7.5
烽火芳菲,2017,11,29.462,比利·奥古斯特,"刘亦菲,埃米尔·赫斯基,李芳淙,严屹宽,余少群","爱情,战争,历史",8.0
最终幻想15：王者之剑,2017,03,28.725,野末武志,"亚伦·保尔,肖恩·宾,琳娜·海蒂,阿德里安·布薛特,戴维·甘特","动作,科幻",7.7
“吃吃”的爱,2017,05,27.503,蔡康永,"徐熙娣,林志玲,金世佳,李子峰,范湉湉","喜剧,爱情,奇幻",7.4
暴雪将至,2017,11,27.17,董越,"段奕宏,江一燕,杜源,郑伟,郑楚一","剧情,悬疑,犯罪",7.2
二次初恋,2017,08,26.156,戴玮,"朱茵,杜天皓,黄征,王志飞,王嘉宁","喜剧,爱情,奇幻",8.4
精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,2017,11,25.65,汤山邦彦,"松本梨香,大谷育江,市川染五郎,牧口真幸,山寺宏一","动画,冒险,奇幻",8.4
忠爱无言,2017,06,25.553,谈宜之,"李玉峰,高强,于月仙,王玉宁,储毅","剧情,家庭",9.2
血狼犬,2017,04,25.185,刘建华,"哈雷,黄宏,刘向京,赵婷婷,孙涛","剧情,动作,冒险",8.4
完美有多美,2017,02,25.017,梁栋,"姜武,蒋勤勤,朱旭,李乃文,傅颖","剧情,喜剧,奇幻",7.2
天生不对,2017,11,24.304000000000002,谷德昭,"周渝民,薛凯琪,郑中基,高捷,盛朗熙","喜剧,爱情",8.0
嘉年华,2017,11,22.601999999999997,文晏,"文淇,周美君,史可,耿乐,刘威葳","剧情,悬疑",8.0
托马斯大电影之了不起的比赛,2017,09,21.436,大卫·斯特登,"大卫·拜德拉,奥莉薇娅·柯尔曼,蒂娜·德赛,马克·莫拉根,乔纳森·福布斯","动画,家庭",8.5
恐袭波士顿,2017,11,21.087,彼得·博格,"马克·沃尔伯格,米歇尔·莫纳汉,约翰·古德曼,J·K·西蒙斯,梅莉莎·班诺伊","剧情,惊悚,历史",8.3
守护者：世纪战元,2017,05,20.234,萨里·奥德赛耶,"塞巴斯蒂安·斯萨克,艾琳娜·拉尼娜,安东·庞布施尼,瓦谢斯拉夫·拉贝戈耶夫,桑扎尔·马季耶夫","动作,冒险,科幻",6.4
相爱相亲,2017,11,18.265,张艾嘉,"张艾嘉,田壮壮,郎月婷,宋宁峰,吴彦姝","剧情,爱情,家庭",8.7
相声大电影之我要幸福,2017,12,17.906,张鹤栾,"郭德纲,于谦,岳云鹏,郭麒麟,侯震","剧情,喜剧",6.1
美好的意外,2017,06,17.624000000000002,何蔚庭,"桂纶镁,王景春,欧阳娜娜,王元也,陈坤","喜剧,奇幻",8.2
极致追击,2017,09,17.615,查尔斯·马丁,"奥兰多·布鲁姆,吴磊,任达华,昆凌,梁静","动作,犯罪,冒险",6.9
天空之眼,2017,01,17.333,加文·胡德,"海伦·米伦,亚伦·保尔,艾伦·瑞克曼,伊恩·格雷,菲比·福克斯","剧情,悬疑,战争",8.0
雄狮,2017,06,17.168,加斯·戴维斯,"戴夫·帕特尔,鲁妮·玛拉,大卫·文翰,妮可·基德曼,Pallavi Sharda",剧情,8.7
缉枪,2017,06,16.453,徐兵,"白举纲,连奕名,洪剑涛,王泷正,童苡萱","剧情,动作,犯罪",7.9
抢红,2017,05,16.254,黎明,"张涵予,杜鹃,黎明,王耀庆,黄尚禾","动作,冒险,犯罪",6.8
健忘村,2017,01,16.018,陈玉勋,"舒淇,王千源,张孝全,林美秀,杨祐宁","喜剧,奇幻,武侠",6.9
豆福传,2017,07,15.905999999999999,邹燚,"陈佩斯,李立群,季冠霖,付博文,李立宏","喜剧,动画,奇幻",8.0
我的爸爸是国王,2017,05,15.684000000000001,"刘骏,牛志远","吕豆,禹祥,绿绮,小鹿,小囧","动画,奇幻,家庭",8.6
神秘家族,2017,04,15.144,朴裕焕,"林依晨,姜武,陈晓,惠英红,蓝正龙","剧情,悬疑,犯罪",6.9
天才捕手,2017,03,14.729000000000001,迈克尔·格兰达吉,"科林·费斯,裘德·洛,妮可·基德曼,盖·皮尔斯,多米尼克·威斯特","剧情,传记",8.0
当怪物来敲门,2017,05,14.552,胡安·安东尼奥·巴亚纳,"连姆·尼森,刘易斯·麦克杜格尔,菲丽希缇·琼斯,西格妮·韦弗,托比·凯贝尔","剧情,奇幻",7.5
维京:王者之战,2017,12,14.118,安德列·克拉夫丘克,"丹尼拉·科兹洛夫斯基,斯维特拉纳·库德钦科娃,乔金·奈特奎斯特,伊戈尔·别特连科,亚历山大·奥斯特犹科夫","剧情,动作,历史",7.0
深夜食堂2,2017,07,13.875,松冈锭司,"小林薰,多部未华子,小田切让,河井青叶,佐藤浩市",剧情,8.4
提着心，吊着胆,2017,05,13.686,李雨禾,"陈玺旭,高叶,任素汐,楼云飞,耿一正","喜剧,悬疑,犯罪",8.0
上海王,2017,02,13.610999999999999,胡雪桦,"胡军,余男,凤小岳,秦昊,李梦",剧情,7.7
情遇曼哈顿,2017,10,13.554,李巨源,"王丽坤,高以翔,李媛,王传君,Naren Weiss","喜剧,爱情",7.4
